Faus,iso_code,date,total_vaccinations,,day
Qatar,QAT,24-04-2021,1394781,,
Qatar,QAT,25-04-2021,1415761,,
Qatar,QAT,26-04-2021,1442708,,
Qatar,QAT,27-04-2021,1469633,,
Qatar,QAT,28-04-2021,1496833,,
Qatar,QAT,29-04-2021,1526775,,
Qatar,QAT,30-04-2021,1556203,,
Qatar,QAT,01-05-2021,1579002,,
Qatar,QAT,02-05-2021,1603913,,
Qatar,QAT,03-05-2021,1635398,,
Qatar,QAT,04-05-2021,1670911,,
Qatar,QAT,05-05-2021,1701914,,
Qatar,QAT,06-05-2021,1732471,,
Romania,ROU,27-12-2020,965,,
Romania,ROU,28-12-2020,2066,,
Romania,ROU,29-12-2020,2778,,
Romania,ROU,30-12-2020,5666,,
Romania,ROU,31-12-2020,10289,,
Romania,ROU,01-01-2021,11656,,
Romania,ROU,02-01-2021,13242,,
Romania,ROU,03-01-2021,13596,,
Romania,ROU,04-01-2021,25508,,
Romania,ROU,05-01-2021,41609,,
Romania,ROU,06-01-2021,58554,,
Romania,ROU,07-01-2021,76400,,
Romania,ROU,08-01-2021,92706,,
Romania,ROU,09-01-2021,102301,,
Romania,ROU,10-01-2021,108294,,
Romania,ROU,11-01-2021,125190,,
Romania,ROU,12-01-2021,140447,,
Romania,ROU,13-01-2021,154268,,
Romania,ROU,14-01-2021,154268,,
Romania,ROU,15-01-2021,183669,,
Romania,ROU,16-01-2021,196090,,
Romania,ROU,17-01-2021,204185,,
Romania,ROU,18-01-2021,235239,,
Romania,ROU,19-01-2021,270046,,
Romania,ROU,20-01-2021,308384,,
Romania,ROU,21-01-2021,348096,,
Romania,ROU,22-01-2021,385936,,
Romania,ROU,23-01-2021,418885,,
Romania,ROU,24-01-2021,446285,,
Romania,ROU,25-01-2021,484631,,
Romania,ROU,26-01-2021,528378,,
Romania,ROU,27-01-2021,570704,,
Romania,ROU,28-01-2021,609396,,
Romania,ROU,29-01-2021,647000,,
Romania,ROU,30-01-2021,672396,,
Romania,ROU,31-01-2021,691415,,
Romania,ROU,01-02-2021,721184,,
Romania,ROU,02-02-2021,748732,,
Romania,ROU,03-02-2021,772202,,
Romania,ROU,04-02-2021,794795,,
Romania,ROU,05-02-2021,821552,,
Romania,ROU,06-02-2021,840812,,
Romania,ROU,07-02-2021,856322,,
Romania,ROU,08-02-2021,891348,,
Romania,ROU,09-02-2021,930155,,
Romania,ROU,10-02-2021,970967,,
Romania,ROU,11-02-2021,1009421,,
Romania,ROU,12-02-2021,1048797,,
Romania,ROU,13-02-2021,1084096,,
Romania,ROU,14-02-2021,1113975,,
Romania,ROU,15-02-2021,1151112,,
Romania,ROU,16-02-2021,1197089,,
Romania,ROU,17-02-2021,1240408,,
Romania,ROU,18-02-2021,1280228,,
Romania,ROU,19-02-2021,1318355,,
Romania,ROU,20-02-2021,1351279,,
Romania,ROU,21-02-2021,1379223,,
Romania,ROU,22-02-2021,1409087,,
Romania,ROU,23-02-2021,1438432,,
Romania,ROU,24-02-2021,1466649,,
Romania,ROU,25-02-2021,1486907,,
Romania,ROU,26-02-2021,1506032,,
Romania,ROU,27-02-2021,1521736,,
Romania,ROU,28-02-2021,1532872,,
Romania,ROU,01-03-2021,1565021,,
Romania,ROU,02-03-2021,1603179,,
Romania,ROU,03-03-2021,1641874,,
Romania,ROU,04-03-2021,1685611,,
Romania,ROU,05-03-2021,1732964,,
Romania,ROU,06-03-2021,1781602,,
Romania,ROU,07-03-2021,1826786,,
Romania,ROU,08-03-2021,1870244,,
Romania,ROU,09-03-2021,1918443,,
Romania,ROU,10-03-2021,1969846,,
Romania,ROU,11-03-2021,2019757,,
Romania,ROU,12-03-2021,2069143,,
Romania,ROU,13-03-2021,2117865,,
Romania,ROU,14-03-2021,2160564,,
Romania,ROU,15-03-2021,2210140,,
Romania,ROU,16-03-2021,2270124,,
Romania,ROU,17-03-2021,2324405,,
Romania,ROU,18-03-2021,2376330,,
Romania,ROU,19-03-2021,2426191,,
Romania,ROU,20-03-2021,2477095,,
Romania,ROU,21-03-2021,2521512,,
Romania,ROU,22-03-2021,2568108,,
Romania,ROU,23-03-2021,2626770,,
Romania,ROU,24-03-2021,2685878,,
Romania,ROU,25-03-2021,2744764,,
Romania,ROU,26-03-2021,2799895,,
Romania,ROU,27-03-2021,2858442,,
Romania,ROU,28-03-2021,2913155,,
Romania,ROU,29-03-2021,2965613,,
Romania,ROU,30-03-2021,3030031,,
Romania,ROU,31-03-2021,3088292,,
Romania,ROU,01-04-2021,3145907,,
Romania,ROU,02-04-2021,3203876,,
Romania,ROU,03-04-2021,3259301,,
Romania,ROU,04-04-2021,3307636,,
Romania,ROU,05-04-2021,3359006,,
Romania,ROU,06-04-2021,3413955,,
Romania,ROU,07-04-2021,3469294,,
Romania,ROU,08-04-2021,3526117,,
Romania,ROU,09-04-2021,3580406,,
Romania,ROU,10-04-2021,3642345,,
Romania,ROU,11-04-2021,3699333,,
Romania,ROU,12-04-2021,3762214,,
Romania,ROU,13-04-2021,3838804,,
Romania,ROU,14-04-2021,3918924,,
Romania,ROU,15-04-2021,3998980,,
Romania,ROU,16-04-2021,4078614,,
Romania,ROU,17-04-2021,4159792,,
Romania,ROU,18-04-2021,4231714,,
Romania,ROU,19-04-2021,4306981,,
Romania,ROU,20-04-2021,4395865,,
Romania,ROU,21-04-2021,4487643,,
Romania,ROU,22-04-2021,4575020,,
Romania,ROU,23-04-2021,4665420,,
Romania,ROU,24-04-2021,4755099,,
Romania,ROU,25-04-2021,4832203,,
Romania,ROU,26-04-2021,4913012,,
Romania,ROU,27-04-2021,4997659,,
Romania,ROU,28-04-2021,5081449,,
Romania,ROU,29-04-2021,5161840,,
Romania,ROU,30-04-2021,5240452,,
Romania,ROU,01-05-2021,5300469,,
Romania,ROU,02-05-2021,5341742,,
Romania,ROU,03-05-2021,5408309,,
Romania,ROU,04-05-2021,5493913,,
Romania,ROU,05-05-2021,5588267,,
Russia,RUS,15-12-2020,28500,,
Russia,RUS,16-12-2020,,,
Russia,RUS,17-12-2020,,,
Russia,RUS,18-12-2020,,,
Russia,RUS,19-12-2020,,,
Russia,RUS,20-12-2020,,,
Russia,RUS,21-12-2020,,,
Russia,RUS,22-12-2020,52000,,
Russia,RUS,23-12-2020,,,
Russia,RUS,24-12-2020,,,
Russia,RUS,25-12-2020,,,
Russia,RUS,26-12-2020,,,
Russia,RUS,27-12-2020,,,
Russia,RUS,28-12-2020,,,
Russia,RUS,29-12-2020,,,
Russia,RUS,30-12-2020,,,
Russia,RUS,31-12-2020,,,
Russia,RUS,01-01-2021,,,
Russia,RUS,02-01-2021,800000,,
Russia,RUS,03-01-2021,,,
Russia,RUS,04-01-2021,,,
Russia,RUS,05-01-2021,,,
Russia,RUS,06-01-2021,,,
Russia,RUS,07-01-2021,,,
Russia,RUS,08-01-2021,,,
Russia,RUS,09-01-2021,,,
Russia,RUS,10-01-2021,,,
Russia,RUS,11-01-2021,,,
Russia,RUS,12-01-2021,,,
Russia,RUS,13-01-2021,1000000,,
Russia,RUS,14-01-2021,,,
Russia,RUS,15-01-2021,,,
Russia,RUS,16-01-2021,,,
Russia,RUS,17-01-2021,,,
Russia,RUS,18-01-2021,,,
Russia,RUS,19-01-2021,,,
Russia,RUS,20-01-2021,,,
Russia,RUS,21-01-2021,,,
Russia,RUS,22-01-2021,,,
Russia,RUS,23-01-2021,,,
Russia,RUS,24-01-2021,,,
Russia,RUS,25-01-2021,,,
Russia,RUS,26-01-2021,,,
Russia,RUS,27-01-2021,,,
Russia,RUS,28-01-2021,,,
Russia,RUS,29-01-2021,,,
Russia,RUS,30-01-2021,,,
Russia,RUS,31-01-2021,,,
Russia,RUS,01-02-2021,,,
Russia,RUS,02-02-2021,,,
Russia,RUS,03-02-2021,,,
Russia,RUS,04-02-2021,,,
Russia,RUS,05-02-2021,,,
Russia,RUS,06-02-2021,,,
Russia,RUS,07-02-2021,,,
Russia,RUS,08-02-2021,,,
Russia,RUS,09-02-2021,,,
Russia,RUS,10-02-2021,,,
Russia,RUS,11-02-2021,,,
Russia,RUS,12-02-2021,,,
Russia,RUS,13-02-2021,,,
Russia,RUS,14-02-2021,,,
Russia,RUS,15-02-2021,,,
Russia,RUS,16-02-2021,,,
Russia,RUS,17-02-2021,,,
Russia,RUS,18-02-2021,,,
Russia,RUS,19-02-2021,,,
Russia,RUS,20-02-2021,,,
Russia,RUS,21-02-2021,,,
Russia,RUS,22-02-2021,,,
Russia,RUS,23-02-2021,,,
Russia,RUS,24-02-2021,,,
Russia,RUS,25-02-2021,,,
Russia,RUS,26-02-2021,,,
Russia,RUS,27-02-2021,,,
Russia,RUS,28-02-2021,,,
Russia,RUS,01-03-2021,,,
Russia,RUS,02-03-2021,5249831,,
Russia,RUS,03-03-2021,5489342,,
Russia,RUS,04-03-2021,6010744,,
Russia,RUS,05-03-2021,6301854,,
Russia,RUS,06-03-2021,6583873,,
Russia,RUS,07-03-2021,6655487,,
Russia,RUS,08-03-2021,6669466,,
Russia,RUS,09-03-2021,6694349,,
Russia,RUS,10-03-2021,7048129,,
Russia,RUS,11-03-2021,7273933,,
Russia,RUS,12-03-2021,,,
Russia,RUS,13-03-2021,,,
Russia,RUS,14-03-2021,,,
Russia,RUS,15-03-2021,,,
Russia,RUS,16-03-2021,,,
Russia,RUS,17-03-2021,7818009,,
Russia,RUS,18-03-2021,7909438,,
Russia,RUS,19-03-2021,8185944,,
Russia,RUS,20-03-2021,8306498,,
Russia,RUS,21-03-2021,8362575,,
Russia,RUS,22-03-2021,,,
Russia,RUS,23-03-2021,,,
Russia,RUS,24-03-2021,,,
Russia,RUS,25-03-2021,,,
Russia,RUS,26-03-2021,,,
Russia,RUS,27-03-2021,,,
Russia,RUS,28-03-2021,,,
Russia,RUS,29-03-2021,11124350,,
Russia,RUS,30-03-2021,11183108,,
Russia,RUS,31-03-2021,11373572,,
Russia,RUS,01-04-2021,11642295,,
Russia,RUS,02-04-2021,11779295,,
Russia,RUS,03-04-2021,12038859,,
Russia,RUS,04-04-2021,12120810,,
Russia,RUS,05-04-2021,12215342,,
Russia,RUS,06-04-2021,12474954,,
Russia,RUS,07-04-2021,13047800,,
Russia,RUS,08-04-2021,13354502,,
Russia,RUS,09-04-2021,13628879,,
Russia,RUS,10-04-2021,13977397,,
Russia,RUS,11-04-2021,14108341,,
Russia,RUS,12-04-2021,14269543,,
Russia,RUS,13-04-2021,14583881,,
Russia,RUS,14-04-2021,14967802,,
Russia,RUS,15-04-2021,15164099,,
Russia,RUS,16-04-2021,15469617,,
Russia,RUS,17-04-2021,15700803,,
Russia,RUS,18-04-2021,16167151,,
Russia,RUS,19-04-2021,16237319,,
Russia,RUS,20-04-2021,16567842,,
Russia,RUS,21-04-2021,16821267,,
Russia,RUS,22-04-2021,17218313,,
Russia,RUS,23-04-2021,17535826,,
Russia,RUS,24-04-2021,18080498,,
Russia,RUS,25-04-2021,18152707,,
Russia,RUS,26-04-2021,18315316,,
Russia,RUS,27-04-2021,18557064,,
Russia,RUS,28-04-2021,19043771,,
Russia,RUS,29-04-2021,19523861,,
Russia,RUS,30-04-2021,19834392,,
Russia,RUS,01-05-2021,19934399,,
Russia,RUS,02-05-2021,20070743,,
Russia,RUS,03-05-2021,20110554,,
Russia,RUS,04-05-2021,20168443,,
Russia,RUS,05-05-2021,20720147,,
Russia,RUS,06-05-2021,21177713,,
Rwanda,RWA,15-02-2021,0,,
Rwanda,RWA,16-02-2021,,,
Rwanda,RWA,17-02-2021,,,
Rwanda,RWA,18-02-2021,,,
Rwanda,RWA,19-02-2021,,,
Rwanda,RWA,20-02-2021,,,
Rwanda,RWA,21-02-2021,,,
Rwanda,RWA,22-02-2021,,,
Rwanda,RWA,23-02-2021,,,
Rwanda,RWA,24-02-2021,,,
Rwanda,RWA,25-02-2021,,,
Rwanda,RWA,26-02-2021,,,
Rwanda,RWA,27-02-2021,,,
Rwanda,RWA,28-02-2021,,,
Rwanda,RWA,01-03-2021,,,
Rwanda,RWA,02-03-2021,,,
Rwanda,RWA,03-03-2021,,,
Rwanda,RWA,04-03-2021,,,
Rwanda,RWA,05-03-2021,75056,,
Rwanda,RWA,06-03-2021,158898,,
Rwanda,RWA,07-03-2021,198453,,
Rwanda,RWA,08-03-2021,208677,,
Rwanda,RWA,09-03-2021,220048,,
Rwanda,RWA,10-03-2021,228954,,
Rwanda,RWA,11-03-2021,238942,,
Rwanda,RWA,12-03-2021,249074,,
Rwanda,RWA,13-03-2021,253538,,
Rwanda,RWA,14-03-2021,257449,,
Rwanda,RWA,15-03-2021,314015,,
Rwanda,RWA,16-03-2021,317708,,
Rwanda,RWA,17-03-2021,321698,,
Rwanda,RWA,18-03-2021,323744,,
Rwanda,RWA,19-03-2021,329410,,
Rwanda,RWA,20-03-2021,333355,,
Rwanda,RWA,21-03-2021,334538,,
Rwanda,RWA,22-03-2021,338544,,
Rwanda,RWA,23-03-2021,343723,,
Rwanda,RWA,24-03-2021,348629,,
Rwanda,RWA,25-03-2021,348926,,
Rwanda,RWA,26-03-2021,,,
Rwanda,RWA,27-03-2021,,,
Rwanda,RWA,28-03-2021,,,
Rwanda,RWA,29-03-2021,,,
Rwanda,RWA,30-03-2021,,,
Rwanda,RWA,31-03-2021,,,
Rwanda,RWA,01-04-2021,,,
Rwanda,RWA,02-04-2021,,,
Rwanda,RWA,03-04-2021,,,
Rwanda,RWA,04-04-2021,,,
Rwanda,RWA,05-04-2021,,,
Rwanda,RWA,06-04-2021,,,
Rwanda,RWA,07-04-2021,,,
Rwanda,RWA,08-04-2021,,,
Rwanda,RWA,09-04-2021,,,
Rwanda,RWA,10-04-2021,,,
Rwanda,RWA,11-04-2021,,,
Rwanda,RWA,12-04-2021,,,
Rwanda,RWA,13-04-2021,,,
Rwanda,RWA,14-04-2021,,,
Rwanda,RWA,15-04-2021,349427,,
Rwanda,RWA,16-04-2021,349702,,
Rwanda,RWA,17-04-2021,,,
Rwanda,RWA,18-04-2021,,,
Rwanda,RWA,19-04-2021,,,
Rwanda,RWA,20-04-2021,,,
Rwanda,RWA,21-04-2021,,,
Rwanda,RWA,22-04-2021,,,
Rwanda,RWA,23-04-2021,,,
Rwanda,RWA,24-04-2021,,,
Rwanda,RWA,25-04-2021,,,
Rwanda,RWA,26-04-2021,,,
Rwanda,RWA,27-04-2021,,,
Rwanda,RWA,28-04-2021,,,
Rwanda,RWA,29-04-2021,,,
Rwanda,RWA,30-04-2021,349871,,
Rwanda,RWA,01-05-2021,350003,,
Rwanda,RWA,02-05-2021,350131,,
Rwanda,RWA,03-05-2021,350223,,
Rwanda,RWA,04-05-2021,350310,,
Rwanda,RWA,05-05-2021,350352,,
Rwanda,RWA,06-05-2021,350465,,
Saint Helena,SHN,03-02-2021,107,,
Saint Helena,SHN,04-02-2021,,,
Saint Helena,SHN,05-02-2021,,,
Saint Helena,SHN,06-02-2021,,,
Saint Helena,SHN,07-02-2021,,,
Saint Helena,SHN,08-02-2021,,,
Saint Helena,SHN,09-02-2021,,,
Saint Helena,SHN,10-02-2021,,,
Saint Helena,SHN,11-02-2021,,,
Saint Helena,SHN,12-02-2021,,,
Saint Helena,SHN,13-02-2021,,,
Saint Helena,SHN,14-02-2021,,,
Saint Helena,SHN,15-02-2021,,,
Saint Helena,SHN,16-02-2021,,,
Saint Helena,SHN,17-02-2021,,,
Saint Helena,SHN,18-02-2021,,,
Saint Helena,SHN,19-02-2021,,,
Saint Helena,SHN,20-02-2021,,,
Saint Helena,SHN,21-02-2021,,,
Saint Helena,SHN,22-02-2021,,,
Saint Helena,SHN,23-02-2021,,,
Saint Helena,SHN,24-02-2021,,,
Saint Helena,SHN,25-02-2021,,,
Saint Helena,SHN,26-02-2021,,,
Saint Helena,SHN,27-02-2021,,,
Saint Helena,SHN,28-02-2021,,,
Saint Helena,SHN,01-03-2021,,,
Saint Helena,SHN,02-03-2021,,,
Saint Helena,SHN,03-03-2021,,,
Saint Helena,SHN,04-03-2021,,,
Saint Helena,SHN,05-03-2021,,,
Saint Helena,SHN,06-03-2021,,,
Saint Helena,SHN,07-03-2021,,,
Saint Helena,SHN,08-03-2021,,,
Saint Helena,SHN,09-03-2021,,,
Saint Helena,SHN,10-03-2021,,,
Saint Helena,SHN,11-03-2021,,,
Saint Helena,SHN,12-03-2021,,,
Saint Helena,SHN,13-03-2021,,,
Saint Helena,SHN,14-03-2021,,,
Saint Helena,SHN,15-03-2021,3107,,
Saint Helena,SHN,16-03-2021,,,
Saint Helena,SHN,17-03-2021,,,
Saint Helena,SHN,18-03-2021,3300,,
Saint Helena,SHN,19-03-2021,,,
Saint Helena,SHN,20-03-2021,,,
Saint Helena,SHN,21-03-2021,,,
Saint Helena,SHN,22-03-2021,,,
Saint Helena,SHN,23-03-2021,,,
Saint Helena,SHN,24-03-2021,,,
Saint Helena,SHN,25-03-2021,3653,,
Saint Helena,SHN,26-03-2021,,,
Saint Helena,SHN,27-03-2021,,,
Saint Helena,SHN,28-03-2021,,,
Saint Helena,SHN,29-03-2021,,,
Saint Helena,SHN,30-03-2021,,,
Saint Helena,SHN,31-03-2021,,,
Saint Helena,SHN,01-04-2021,,,
Saint Helena,SHN,02-04-2021,,,
Saint Helena,SHN,03-04-2021,,,
Saint Helena,SHN,04-04-2021,,,
Saint Helena,SHN,05-04-2021,,,
Saint Helena,SHN,06-04-2021,,,
Saint Helena,SHN,07-04-2021,,,
Saint Helena,SHN,08-04-2021,,,
Saint Helena,SHN,09-04-2021,4572,,
Saint Kitts and Nevis,KNA,22-02-2021,0,,
Saint Kitts and Nevis,KNA,23-02-2021,,,
Saint Kitts and Nevis,KNA,24-02-2021,,,
Saint Kitts and Nevis,KNA,25-02-2021,,,
Saint Kitts and Nevis,KNA,26-02-2021,,,
Saint Kitts and Nevis,KNA,27-02-2021,,,
Saint Kitts and Nevis,KNA,28-02-2021,,,
Saint Kitts and Nevis,KNA,01-03-2021,,,
Saint Kitts and Nevis,KNA,02-03-2021,,,
Saint Kitts and Nevis,KNA,03-03-2021,,,
Saint Kitts and Nevis,KNA,04-03-2021,,,
Saint Kitts and Nevis,KNA,05-03-2021,,,
Saint Kitts and Nevis,KNA,06-03-2021,,,
Saint Kitts and Nevis,KNA,07-03-2021,,,
Saint Kitts and Nevis,KNA,08-03-2021,,,
Saint Kitts and Nevis,KNA,09-03-2021,,,
Saint Kitts and Nevis,KNA,10-03-2021,,,
Saint Kitts and Nevis,KNA,11-03-2021,,,
Saint Kitts and Nevis,KNA,12-03-2021,,,
Saint Kitts and Nevis,KNA,13-03-2021,,,
Saint Kitts and Nevis,KNA,14-03-2021,,,
Saint Kitts and Nevis,KNA,15-03-2021,,,
Saint Kitts and Nevis,KNA,16-03-2021,6903,,
Saint Kitts and Nevis,KNA,17-03-2021,,,
Saint Kitts and Nevis,KNA,18-03-2021,,,
Saint Kitts and Nevis,KNA,19-03-2021,7580,,
Saint Kitts and Nevis,KNA,20-03-2021,,,
Saint Kitts and Nevis,KNA,21-03-2021,,,
Saint Kitts and Nevis,KNA,22-03-2021,,,
Saint Kitts and Nevis,KNA,23-03-2021,,,
Saint Kitts and Nevis,KNA,24-03-2021,,,
Saint Kitts and Nevis,KNA,25-03-2021,,,
Saint Kitts and Nevis,KNA,26-03-2021,,,
Saint Kitts and Nevis,KNA,27-03-2021,8573,,
Saint Kitts and Nevis,KNA,28-03-2021,,,
Saint Kitts and Nevis,KNA,29-03-2021,,,
Saint Kitts and Nevis,KNA,30-03-2021,,,
Saint Kitts and Nevis,KNA,31-03-2021,,,
Saint Kitts and Nevis,KNA,01-04-2021,,,
Saint Kitts and Nevis,KNA,02-04-2021,,,
Saint Kitts and Nevis,KNA,03-04-2021,,,
Saint Kitts and Nevis,KNA,04-04-2021,,,
Saint Kitts and Nevis,KNA,05-04-2021,,,
Saint Kitts and Nevis,KNA,06-04-2021,,,
Saint Kitts and Nevis,KNA,07-04-2021,,,
Saint Kitts and Nevis,KNA,08-04-2021,,,
Saint Kitts and Nevis,KNA,09-04-2021,,,
Saint Kitts and Nevis,KNA,10-04-2021,10456,,
Saint Kitts and Nevis,KNA,11-04-2021,,,
Saint Kitts and Nevis,KNA,12-04-2021,,,
Saint Kitts and Nevis,KNA,13-04-2021,,,
Saint Kitts and Nevis,KNA,14-04-2021,11152,,
Saint Kitts and Nevis,KNA,15-04-2021,11451,,
Saint Kitts and Nevis,KNA,16-04-2021,,,
Saint Kitts and Nevis,KNA,17-04-2021,,,
Saint Kitts and Nevis,KNA,18-04-2021,,,
Saint Kitts and Nevis,KNA,19-04-2021,,,
Saint Kitts and Nevis,KNA,20-04-2021,,,
Saint Kitts and Nevis,KNA,21-04-2021,11848,,
Saint Kitts and Nevis,KNA,22-04-2021,,,
Saint Kitts and Nevis,KNA,23-04-2021,,,
Saint Kitts and Nevis,KNA,24-04-2021,,,
Saint Kitts and Nevis,KNA,25-04-2021,,,
Saint Kitts and Nevis,KNA,26-04-2021,,,
Saint Kitts and Nevis,KNA,27-04-2021,,,
Saint Kitts and Nevis,KNA,28-04-2021,,,
Saint Kitts and Nevis,KNA,29-04-2021,,,
Saint Kitts and Nevis,KNA,30-04-2021,,,
Saint Kitts and Nevis,KNA,01-05-2021,,,
Saint Kitts and Nevis,KNA,02-05-2021,,,
Saint Kitts and Nevis,KNA,03-05-2021,,,
Saint Kitts and Nevis,KNA,04-05-2021,13070,,
Saint Lucia,LCA,16-02-2021,0,,
Saint Lucia,LCA,17-02-2021,,,
Saint Lucia,LCA,18-02-2021,,,
Saint Lucia,LCA,19-02-2021,,,
Saint Lucia,LCA,20-02-2021,,,
Saint Lucia,LCA,21-02-2021,,,
Saint Lucia,LCA,22-02-2021,,,
Saint Lucia,LCA,23-02-2021,,,
Saint Lucia,LCA,24-02-2021,,,
Saint Lucia,LCA,25-02-2021,,,
Saint Lucia,LCA,26-02-2021,,,
Saint Lucia,LCA,27-02-2021,,,
Saint Lucia,LCA,28-02-2021,,,
Saint Lucia,LCA,01-03-2021,,,
Saint Lucia,LCA,02-03-2021,,,
Saint Lucia,LCA,03-03-2021,,,
Saint Lucia,LCA,04-03-2021,2094,,
Saint Lucia,LCA,05-03-2021,,,
Saint Lucia,LCA,06-03-2021,,,
Saint Lucia,LCA,07-03-2021,,,
Saint Lucia,LCA,08-03-2021,,,
Saint Lucia,LCA,09-03-2021,,,
Saint Lucia,LCA,10-03-2021,,,
Saint Lucia,LCA,11-03-2021,,,
Saint Lucia,LCA,12-03-2021,17389,,
Saint Lucia,LCA,13-03-2021,,,
Saint Lucia,LCA,14-03-2021,,,
Saint Lucia,LCA,15-03-2021,,,
Saint Lucia,LCA,16-03-2021,,,
Saint Lucia,LCA,17-03-2021,,,
Saint Lucia,LCA,18-03-2021,,,
Saint Lucia,LCA,19-03-2021,20247,,
Saint Lucia,LCA,20-03-2021,,,
Saint Lucia,LCA,21-03-2021,,,
Saint Lucia,LCA,22-03-2021,,,
Saint Lucia,LCA,23-03-2021,,,
Saint Lucia,LCA,24-03-2021,,,
Saint Lucia,LCA,25-03-2021,,,
Saint Lucia,LCA,26-03-2021,,,
Saint Lucia,LCA,27-03-2021,,,
Saint Lucia,LCA,28-03-2021,21494,,
Saint Lucia,LCA,29-03-2021,,,
Saint Lucia,LCA,30-03-2021,22011,,
Saint Lucia,LCA,31-03-2021,22357,,
Saint Lucia,LCA,01-04-2021,22554,,
Saint Lucia,LCA,02-04-2021,,,
Saint Lucia,LCA,03-04-2021,,,
Saint Lucia,LCA,04-04-2021,,,
Saint Lucia,LCA,05-04-2021,,,
Saint Lucia,LCA,06-04-2021,,,
Saint Lucia,LCA,07-04-2021,22839,,
Saint Lucia,LCA,08-04-2021,22935,,
Saint Lucia,LCA,09-04-2021,23150,,
Saint Lucia,LCA,10-04-2021,23257,,
Saint Lucia,LCA,11-04-2021,,,
Saint Lucia,LCA,12-04-2021,,,
Saint Lucia,LCA,13-04-2021,,,
Saint Lucia,LCA,14-04-2021,23345,,
Saint Lucia,LCA,15-04-2021,,,
Saint Lucia,LCA,16-04-2021,23575,,
Saint Lucia,LCA,17-04-2021,23664,,
Saint Lucia,LCA,18-04-2021,,,
Saint Lucia,LCA,19-04-2021,23688,,
Saint Lucia,LCA,20-04-2021,,,
Saint Lucia,LCA,21-04-2021,23829,,
Saint Lucia,LCA,22-04-2021,,,
Saint Lucia,LCA,23-04-2021,23861,,
Saint Lucia,LCA,24-04-2021,23941,,
Saint Lucia,LCA,25-04-2021,,,
Saint Lucia,LCA,26-04-2021,,,
Saint Lucia,LCA,27-04-2021,24014,,
Saint Lucia,LCA,28-04-2021,24123,,
Saint Lucia,LCA,29-04-2021,24230,,
Saint Lucia,LCA,30-04-2021,24266,,
Saint Lucia,LCA,01-05-2021,24426,,
Saint Lucia,LCA,02-05-2021,,,
Saint Lucia,LCA,03-05-2021,,,
Saint Lucia,LCA,04-05-2021,24653,,
Saint Lucia,LCA,05-05-2021,,,
Saint Lucia,LCA,06-05-2021,24773,,
Saint Vincent and the Grenadines,VCT,17-03-2021,8952,,
Saint Vincent and the Grenadines,VCT,18-03-2021,,,
Saint Vincent and the Grenadines,VCT,19-03-2021,9383,,
Saint Vincent and the Grenadines,VCT,20-03-2021,,,
Saint Vincent and the Grenadines,VCT,21-03-2021,,,
Saint Vincent and the Grenadines,VCT,22-03-2021,,,
Saint Vincent and the Grenadines,VCT,23-03-2021,,,
Saint Vincent and the Grenadines,VCT,24-03-2021,,,
Saint Vincent and the Grenadines,VCT,25-03-2021,,,
Saint Vincent and the Grenadines,VCT,26-03-2021,10519,,
Saint Vincent and the Grenadines,VCT,27-03-2021,,,
Saint Vincent and the Grenadines,VCT,28-03-2021,,,
Saint Vincent and the Grenadines,VCT,29-03-2021,,,
Saint Vincent and the Grenadines,VCT,30-03-2021,,,
Saint Vincent and the Grenadines,VCT,31-03-2021,,,
Saint Vincent and the Grenadines,VCT,01-04-2021,,,
Saint Vincent and the Grenadines,VCT,02-04-2021,,,
Saint Vincent and the Grenadines,VCT,03-04-2021,,,
Saint Vincent and the Grenadines,VCT,04-04-2021,,,
Saint Vincent and the Grenadines,VCT,05-04-2021,,,
Saint Vincent and the Grenadines,VCT,06-04-2021,,,
Saint Vincent and the Grenadines,VCT,07-04-2021,,,
Saint Vincent and the Grenadines,VCT,08-04-2021,,,
Saint Vincent and the Grenadines,VCT,09-04-2021,,,
Saint Vincent and the Grenadines,VCT,10-04-2021,12124,,
Saint Vincent and the Grenadines,VCT,11-04-2021,,,
Saint Vincent and the Grenadines,VCT,12-04-2021,,,
Saint Vincent and the Grenadines,VCT,13-04-2021,,,
Saint Vincent and the Grenadines,VCT,14-04-2021,,,
Saint Vincent and the Grenadines,VCT,15-04-2021,,,
Saint Vincent and the Grenadines,VCT,16-04-2021,,,
Saint Vincent and the Grenadines,VCT,17-04-2021,12764,,
Saint Vincent and the Grenadines,VCT,18-04-2021,,,
Saint Vincent and the Grenadines,VCT,19-04-2021,,,
Saint Vincent and the Grenadines,VCT,20-04-2021,,,
Saint Vincent and the Grenadines,VCT,21-04-2021,,,
Saint Vincent and the Grenadines,VCT,22-04-2021,,,
Saint Vincent and the Grenadines,VCT,23-04-2021,,,
Saint Vincent and the Grenadines,VCT,24-04-2021,13852,,
Saint Vincent and the Grenadines,VCT,25-04-2021,,,
Saint Vincent and the Grenadines,VCT,26-04-2021,13868,,
Saint Vincent and the Grenadines,VCT,27-04-2021,13998,,
Saint Vincent and the Grenadines,VCT,28-04-2021,14138,,
Saint Vincent and the Grenadines,VCT,29-04-2021,,,
Saint Vincent and the Grenadines,VCT,30-04-2021,14511,,
Saint Vincent and the Grenadines,VCT,01-05-2021,14526,,
Samoa,WSM,30-04-2021,5880,,
Samoa,WSM,01-05-2021,,,
Samoa,WSM,02-05-2021,,,
